-118.819064,34.25907,Ronald Reagan Presidential Library,"40 Presidential Drive, Simi Valley, CA"
-124.144852,41.92878,Ship Ashore - Little Museum,"12370 Highway 101 North, Smith River, CA"
-122.459781,38.277709,Train Town,"20264 Broadway, Sonoma, CA"
-119.989493,38.923385,Magic Carpet Mini Golf,"2455 Lake Tahoe Blvd. South Lake Tahoe, CA"
-121.290108,37.957829,King of the Windmills,"6553 E State Route 88, Stockton, CA"
-118.382562,34.139637,Giant Hand Car Wash,"11514 Ventura Blvd., Studio City, CA"
-118.406465,34.1494,Hallowed Haunting Grounds,"4343 Babcock Avenue Studio City, CA"
-121.88716,37.593808,Bosco's bones and brews,"11922 Main Street, Sunol, CA"
-118.560398,34.172882,Cadillac Shaped Building,"19611 Ventura Blvd., Tarzana, CA"
-120.228513,39.323847,Museum and Statue to Cannibals,"12593 Donner Pass Rd., Truckee, CA"
-119.345059,36.210117,Aero Dogs,"240 North L Street, Tulare, CA"
-120.853837,37.47511,Office Shaped Like Bulldozer,"600 W Glenwood Ave, Turlock, CA"
-119.764999,37.2197,Beauty Bubble Hair and Beauty Museum and Salon,"5444 Moon Way, Twentynine Palms - Wonder Valley, CA"
-118.440488,34.201063,Law Dogs - Scooby-Doo in a Judge's Wig,"14114 Sherman Way, Van Nuys, CA"
-118.476776,33.990453,Venice Beach Freakshow,"909 Ocean Front Walk, Venice, CA"
-117.292586,34.536268,Brownie The Railroad Dog,"16906 S D St., Victorville, CA"
-117.292816,34.5378,Rt. 66 Museum - Hulaville Model,"16849 Route 66, Victorville, CA"
-119.310368,36.327637,Large Head of John Muir,"1620 West Mineral King Ave, Visalia, CA"
-118.379865,34.07737,Tail-0-the Pup hot dog stand,"329 N San Vicente Blvd, West Hollywood, CA"
-122.149162,39.156655,Dead Trophy Animals - Granzella's Restaurant,"391 6th Street, Williams, CA"
-121.782773,38.674613,Reiff's Front Lawn Gas Station,"52 Jefferson Street, Woodland, CA"
-118.571121,34.18296,Old Trapper's Lodge Statues,"6201 Winnetka Ave., Woodland Hills, CA"
-116.88618,34.93442,Calico Ghost Town,"Ghost Town Road, Yermo, CA"
-122.359943,38.40049,Napa Valley Railway Inn - Sleep like a Hobo,"6503 Washington Street, Yountville, CA"
-116.419055,34.122073,Desert Christ Park,"57090 Twenty-Nine Palms Hwy, Yucca Valley, CA"
